time,user_id,user_name,gift_name,gift_count,diamond_total,grade,fans_club
20:55:35,2123910557733821,꯭青꯭山꯭ᴱʳⁱᶜ,粉丝团灯牌,1,1,[等级35],[粉丝团 Lv6]
20:55:35,83591897783,上瘾.🅴,小心心,1,1,[等级25],[粉丝团 Lv12]
20:55:35,83591897783,上瘾.🅴,小心心,3,3,[等级25],[粉丝团 Lv12]
20:55:35,3491651555175656,格🍷,小心心,1,1,[等级12],[粉丝团 Lv9]
20:55:35,59023608821,ViTa,入团卡,1,1,[等级23],
20:55:36,83591897783,上瘾.🅴,小心心,3,3,[等级25],[粉丝团 Lv12]
20:55:36,3307744355156168,万马奔腾（黑风寨小妖）,粉丝团灯牌,1,1,[等级32],[粉丝团 Lv15]
20:55:36,3491651555175656,格🍷,小心心,1,1,[等级12],[粉丝团 Lv9]
20:55:36,59023608821,ViTa,粉丝团灯牌,1,1,[等级23],[粉丝团 Lv1]
20:55:36,59023608821,ViTa,入团卡,1,1,[等级23],
20:55:37,95704462759,苏先生,暖阳Thuglife,1,99,[等级30],
20:55:37,88264707075,钱多多.,小心心,1,1,[等级11],[粉丝团 Lv4]
20:55:37,2382006444634928,小甜品,小心心,1,1,[等级5],
20:55:37,78284444978,𝗬𝘂,粉丝团灯牌,1,1,[等级34],[粉丝团 Lv10]
20:55:38,60675534472,好运爆彭💥,入团卡,1,1,[等级29],
20:55:38,1363004950579111,一生只为一个人,入团卡,1,1,[等级27],
20:55:38,101682047150,暮羊人,人气票,1,1,[等级25],[粉丝团 Lv3]
20:55:38,101682047150,暮羊人,人气票,3,3,[等级25],[粉丝团 Lv3]
20:55:38,80029317248,〃Ｓūń$ｈīńé,入团卡,1,1,[等级11],
20:55:38,101682047150,暮羊人,人气票,5,5,[等级25],[粉丝团 Lv3]
20:55:38,88264707075,钱多多.,小心心,1,1,[等级11],[粉丝团 Lv4]
20:55:38,101682047150,暮羊人,人气票,7,7,[等级25],[粉丝团 Lv3]
20:55:38,2382006444634928,小甜品,小心心,1,1,[等级5],
20:55:38,95307208343,心梦,入团卡,1,1,[等级26],
20:55:39,74171368792,。福珠º,入团卡,1,1,[等级10],
20:55:40,78963940768,堔惗,点亮粉丝团,1,1,[等级16],[粉丝团 Lv3]
20:55:40,1363004950579111,一生只为一个人,入团卡,1,1,[等级27],
20:55:40,60675534472,好运爆彭💥,入团卡,1,1,[等级29],
20:55:40,80029317248,〃Ｓūń$ｈīńé,入团卡,1,1,[等级11],
20:55:40,95997153128,一🍂一追寻,入团卡,1,1,[等级22],
20:55:41,101682047150,暮羊人,人气票,7,7,[等级25],[粉丝团 Lv3]
20:55:41,95704462759,苏先生,小心心,1,1,[等级30],
20:55:42,95307208343,心梦,入团卡,1,1,[等级26],
20:55:42,74171368792,。福珠º,入团卡,1,1,[等级10],
20:55:42,78963940768,堔惗,点亮粉丝团,1,1,[等级16],[粉丝团 Lv3]
20:55:44,95997153128,一🍂一追寻,入团卡,1,1,[等级22],
20:55:44,430610508692820,用户强哥,小心心,1,1,[等级12],
20:55:44,95704462759,苏先生,小心心,1,1,[等级30],
20:55:44,78963940768,堔惗,粉丝团灯牌,1,1,[等级16],[粉丝团 Lv3]
20:55:45,108892467169,深海之谜,小心心,1,1,[等级3],
20:55:46,78367773549,平平淡淡,点亮粉丝团,1,1,[等级6],[粉丝团 Lv2]
20:55:47,430610508692820,用户强哥,小心心,1,1,[等级12],
20:55:48,108892467169,深海之谜,小心心,1,1,[等级3],
20:55:49,78367773549,平平淡淡,点亮粉丝团,1,1,[等级6],[粉丝团 Lv2]
20:55:50,3905888516062215,My.Free wind,人气票,1,1,[等级9],
20:55:51,2057906794802893,🌈堆🎉,小心心,1,1,[等级13],
20:55:52,78367773549,平平淡淡,粉丝团灯牌,1,1,[等级6],[粉丝团 Lv2]
20:55:54,3905888516062215,My.Free wind,人气票,1,1,[等级9],
20:55:54,2057906794802893,🌈堆🎉,小心心,1,1,[等级13],
20:55:54,3905888516062215,My.Free wind,人气票,1,1,[等级9],
20:55:54,109976118451,康师,粉丝团灯牌,1,1,[等级10],[粉丝团 Lv7]
20:55:56,108892467169,深海之谜,小心心,1,1,[等级3],
20:55:57,3905888516062215,My.Free wind,人气票,1,1,[等级9],
20:55:59,108892467169,深海之谜,小心心,1,1,[等级3],
20:56:04,95704462759,苏先生,暖阳Thuglife,1,99,[等级30],
20:56:05,93265185669,L333333,点亮粉丝团,1,1,[等级38],[粉丝团 Lv8]
20:56:05,68167943652,🍭,点亮粉丝团,1,1,[等级11],[粉丝团 Lv2]
20:56:07,103940059469,freedom.,入团卡,1,1,[等级4],
20:56:07,93265185669,L333333,粉丝团灯牌,1,1,[等级38],[粉丝团 Lv8]
20:56:08,93265185669,L333333,点亮粉丝团,1,1,[等级38],[粉丝团 Lv8]
20:56:08,68167943652,🍭,点亮粉丝团,1,1,[等级11],[粉丝团 Lv2]
20:56:09,60724913712,爱翘毛的小猫,小心心,1,1,[等级11],[粉丝团 Lv2]
20:56:10,56574778807,王大仙,粉丝团灯牌,1,1,[等级26],[粉丝团 Lv3]
20:56:10,103940059469,freedom.,入团卡,1,1,[等级4],
20:56:12,60724913712,爱翘毛的小猫,小心心,1,1,[等级11],[粉丝团 Lv2]
20:56:23,97783187815,我是小白啊,入团卡,1,1,[等级10],
20:56:27,97783187815,我是小白啊,入团卡,1,1,[等级10],
20:56:30,85187865286,子修iᵛᵃᵉ,粉丝团灯牌,1,1,[等级22],[粉丝团 Lv10]
20:56:44,98382314219,逃不掉,小心心,1,1,[等级1],[粉丝团 Lv1]
20:56:45,100402409228,香草星冰乐,入团卡,1,1,[等级6],
20:56:48,93073653760,接待员 妮妮,你最好看,1,2,[等级13],
20:56:48,98382314219,逃不掉,小心心,1,1,[等级1],[粉丝团 Lv1]
20:56:48,110799297713,YRán,入团卡,1,1,[等级11],
20:56:48,100402409228,香草星冰乐,入团卡,1,1,[等级6],
20:56:48,62919363709,@_@耳东陈,点亮粉丝团,1,1,[等级27],[粉丝团 Lv1]
20:56:48,105516142640,A     yu丶,点亮粉丝团,1,1,[等级22],[粉丝团 Lv4]
20:56:49,100685089641,湖泊410见过薛之谦版,点亮粉丝团,1,1,[等级17],[粉丝团 Lv5]
20:56:50,95704462759,苏先生,入团卡,1,1,[等级30],
20:56:50,91676880914,红利哥(互),粉丝团灯牌,1,1,[等级20],[粉丝团 Lv8]
20:56:50,87869171242,༻҉ꦼ朵朵,粉丝团灯牌,1,1,[等级15],[粉丝团 Lv12]
20:56:50,93073653760,接待员 妮妮,你最好看,1,2,[等级13],
20:56:51,110799297713,YRán,入团卡,1,1,[等级11],
20:56:51,62919363709,@_@耳东陈,点亮粉丝团,1,1,[等级27],[粉丝团 Lv1]
20:56:52,105516142640,A     yu丶,点亮粉丝团,1,1,[等级22],[粉丝团 Lv4]
20:56:52,109723323373,🌈小时光,点亮粉丝团,1,1,[等级9],[粉丝团 Lv5]
20:56:52,3169242725225227,星河不负你,点亮粉丝团,1,1,[等级15],[粉丝团 Lv10]
20:56:52,100685089641,湖泊410见过薛之谦版,点亮粉丝团,1,1,[等级17],[粉丝团 Lv5]
20:56:52,95376124226,明、、,粉丝团灯牌,1,1,[等级17],[粉丝团 Lv9]
20:56:53,95704462759,苏先生,入团卡,1,1,[等级30],
20:56:54,96652093093,晚倾花,入团卡,1,1,[等级12],
20:56:54,109723323373,🌈小时光,点亮粉丝团,1,1,[等级9],[粉丝团 Lv5]
20:56:55,3169242725225227,星河不负你,点亮粉丝团,1,1,[等级15],[粉丝团 Lv10]
20:56:56,103229337031,念安,入团卡,1,1,[等级23],
20:56:56,3846535437629556,一杯雾,点亮粉丝团,1,1,[等级17],[粉丝团 Lv10]
20:56:57,96652093093,晚倾花,入团卡,1,1,[等级12],
20:56:59,103819132000,是噔噔啊,点亮粉丝团,1,1,[等级9],[粉丝团 Lv10]
20:56:59,103229337031,念安,入团卡,1,1,[等级23],
20:57:00,3846535437629556,一杯雾,点亮粉丝团,1,1,[等级17],[粉丝团 Lv10]
20:57:00,110603901177,巧克力老头,入团卡,1,1,[等级22],
20:57:02,103819132000,是噔噔啊,点亮粉丝团,1,1,[等级9],[粉丝团 Lv10]
20:57:03,110603901177,巧克力老头,入团卡,1,1,[等级22],
20:57:05,60919482408,太极老朋友∞姜真仁☯️,点亮粉丝团,1,9,[等级27],[粉丝团 Lv11]
20:57:06,93073653760,接待员 妮妮,小心心,1,1,[等级13],
20:57:07,60919482408,太极老朋友∞姜真仁☯️,粉丝团灯牌,1,1,[等级27],[粉丝团 Lv11]
20:57:07,60919482408,太极老朋友∞姜真仁☯️,点亮粉丝团,1,9,[等级27],[粉丝团 Lv11]
20:57:08,12454004496,骑牛奔跑,入团卡,1,1,[等级6],
20:57:08,110603901177,巧克力老头,粉丝团灯牌,1,1,[等级22],[粉丝团 Lv1]
20:57:08,103229337031,念安,粉丝团灯牌,1,1,[等级23],[粉丝团 Lv1]
20:57:09,93073653760,接待员 妮妮,小心心,1,1,[等级13],
20:57:10,12454004496,骑牛奔跑,入团卡,1,1,[等级6],
20:57:11,98213811968,_Moz,点亮粉丝团,1,1,[等级12],[粉丝团 Lv8]
20:57:11,98213811968,_Moz,粉丝团灯牌,1,1,[等级12],[粉丝团 Lv8]
20:57:12,98213811968,_Moz,点亮粉丝团,1,1,[等级12],[粉丝团 Lv8]
20:57:14,2612034505024835,大大怪将军,点亮粉丝团,1,1,[等级15],[粉丝团 Lv3]
20:57:15,1468597981428589,楊轩,粉丝团灯牌,1,1,[等级9],[粉丝团 Lv10]
20:57:17,2612034505024835,大大怪将军,点亮粉丝团,1,1,[等级15],[粉丝团 Lv3]
20:57:21,734120676960600,平常心,粉丝团灯牌,1,1,[等级18],[粉丝团 Lv15]
20:57:27,93073653760,接待员 妮妮,小心心,1,1,[等级13],
20:57:27,93454025997,怜又欢,入团卡,1,1,[等级9],
20:57:29,64424159510,END,粉丝团灯牌,1,1,[等级26],[粉丝团 Lv4]
20:57:30,93073653760,接待员 妮妮,小心心,1,1,[等级13],
20:57:30,93454025997,怜又欢,粉丝团灯牌,1,1,[等级9],[粉丝团 Lv1]
20:57:31,93454025997,怜又欢,入团卡,1,1,[等级9],
20:57:45,102054455521,凉薄,点亮粉丝团,1,1,[等级9],[粉丝团 Lv10]
20:57:48,102054455521,凉薄,点亮粉丝团,1,1,[等级9],[粉丝团 Lv10]
20:58:04,2245643694246643,𝑴𝒚 𝒈𝒊𝒓𝒍³⁹,粉丝团灯牌,1,1,[等级13],[粉丝团 Lv10]
20:58:12,96877184677,🌈干净,点亮粉丝团,1,1,[等级29],[粉丝团 Lv4]
20:58:14,4199761532166812,珍惜🦋,点亮粉丝团,1,1,[等级15],[粉丝团 Lv6]
20:58:15,96877184677,🌈干净,点亮粉丝团,1,1,[等级29],[粉丝团 Lv4]
20:58:15,72358259132,煎饼狗子。,入团卡,1,1,[等级3],
20:58:17,1310215560764271,丶薛,入团卡,1,1,[等级4],
20:58:17,4199761532166812,珍惜🦋,点亮粉丝团,1,1,[等级15],[粉丝团 Lv6]
20:58:18,63118065870,沐🌈,大啤酒,1,2,[等级7],
20:58:18,4199761532166812,珍惜🦋,粉丝团灯牌,1,1,[等级15],[粉丝团 Lv6]
20:58:18,72358259132,煎饼狗子。,入团卡,1,1,[等级3],
20:58:20,1310215560764271,丶薛,入团卡,1,1,[等级4],
20:58:20,1086762574681246,Freedom,入团卡,1,1,[等级15],
20:58:21,63118065870,沐🌈,大啤酒,1,2,[等级7],
20:58:21,62698355719,烟,粉丝团灯牌,1,1,[等级23],[粉丝团 Lv12]
20:58:22,1310215560764271,丶薛,粉丝团灯牌,1,1,[等级4],[粉丝团 Lv1]
20:58:23,1086762574681246,Freedom,入团卡,1,1,[等级15],
20:58:27,421827205406269,韩杼滨,666,1,1,[等级8],[粉丝团 Lv1]
20:58:27,72358259132,煎饼狗子。,粉丝团灯牌,1,1,[等级3],[粉丝团 Lv1]
20:58:30,421827205406269,韩杼滨,666,1,1,[等级8],[粉丝团 Lv1]
20:58:33,103852010788,H z,入团卡,1,1,[等级10],
20:58:37,3531258157087516,小宝,粉丝团灯牌,1,1,[等级42],[粉丝团 Lv11]
20:58:37,103852010788,H z,入团卡,1,1,[等级10],
20:58:54,325097125326327,玩命不玩心,点亮粉丝团,1,1,[等级9],[粉丝团 Lv5]
20:58:58,325097125326327,玩命不玩心,点亮粉丝团,1,1,[等级9],[粉丝团 Lv5]
20:59:03,104419376987,小塔,点亮粉丝团,1,1,[等级27],[粉丝团 Lv7]
20:59:06,104419376987,小塔,点亮粉丝团,1,1,[等级27],[粉丝团 Lv7]
20:59:14,4451288081510848,是我娅！,粉丝团灯牌,1,1,[等级20],[粉丝团 Lv10]
20:59:32,65146675407,AuroraHAo,粉丝团灯牌,1,1,[等级31],[粉丝团 Lv9]
20:59:50,99325445053,💘落幕丶,入团卡,1,1,[等级14],
20:59:54,99325445053,💘落幕丶,入团卡,1,1,[等级14],
20:59:57,4252526898322571,🎶人也以鱼,点亮粉丝团,1,1,[等级15],[粉丝团 Lv4]
20:59:59,110234785286,ω玥乄,入团卡,1,1,[等级13],
20:59:59,174191705592348,怀,入团卡,1,1,[等级11],
20:59:59,1471587288102444,白水鉴心、,入团卡,1,1,[等级7],
21:00:00,78758706948375,安防～你锋哥的日常,小心心,1,1,[等级16],
21:00:00,101716307324,我如浮云,点亮粉丝团,1,1,[等级25],[粉丝团 Lv1]
21:00:00,2634881064778670,钟蕤,粉丝团灯牌,1,1,[等级9],[粉丝团 Lv10]
21:00:00,4252526898322571,🎶人也以鱼,点亮粉丝团,1,1,[等级15],[粉丝团 Lv4]
21:00:01,78758706948375,安防～你锋哥的日常,人气票,1,1,[等级16],
21:00:01,78758706948375,安防～你锋哥的日常,小心心,1,1,[等级16],
21:00:02,110234785286,ω玥乄,入团卡,1,1,[等级13],
21:00:02,174191705592348,怀,入团卡,1,1,[等级11],
21:00:02,1471587288102444,白水鉴心、,入团卡,1,1,[等级7],
21:00:03,101716307324,我如浮云,点亮粉丝团,1,1,[等级25],[粉丝团 Lv1]
21:00:04,78758706948375,安防～你锋哥的日常,人气票,1,1,[等级16],
21:00:04,1367424884027159,怼你难受,粉丝团灯牌,1,1,[等级21],[粉丝团 Lv10]
21:00:04,60001965269,不吃宵夜,人气票,1,1,[等级13],[粉丝团 Lv1]
21:00:05,102934583550,灯红酒绿,点亮粉丝团,1,1,[等级5],[粉丝团 Lv10]
21:00:06,110234785286,ω玥乄,粉丝团灯牌,1,1,[等级13],[粉丝团 Lv1]
21:00:06,60001965269,不吃宵夜,人气票,2,2,[等级13],[粉丝团 Lv1]
21:00:06,60001965269,不吃宵夜,人气票,3,3,[等级13],[粉丝团 Lv1]
21:00:06,60617144693,🌈陈森森💋,入团卡,1,1,[等级14],
21:00:08,102934583550,灯红酒绿,点亮粉丝团,1,1,[等级5],[粉丝团 Lv10]
21:00:09,85363775911,楠悦:),粉丝团灯牌,1,1,[等级14],[粉丝团 Lv10]
21:00:10,60001965269,不吃宵夜,人气票,3,3,[等级13],[粉丝团 Lv1]
21:00:10,60617144693,🌈陈森森💋,入团卡,1,1,[等级14],
21:00:10,3846535437629556,一杯雾,粉丝团灯牌,1,1,[等级17],[粉丝团 Lv10]
21:00:10,103522920123,阿伟,粉丝团灯牌,1,1,[等级20],[粉丝团 Lv13]
21:00:14,56161498234,记忆的碎片,粉丝团灯牌,1,1,[等级19],[粉丝团 Lv1]
21:00:16,174191705592348,怀,粉丝团灯牌,1,1,[等级11],[粉丝团 Lv1]
21:00:16,2312983937817117,日记里的ˡᵒᵛᵉ,入团卡,1,1,[等级3],
21:00:16,96080755254,✎ℳ๓辰旭ζั℘,点亮粉丝团,1,1,[等级14],[粉丝团 Lv2]
21:00:20,96080755254,✎ℳ๓辰旭ζั℘,粉丝团灯牌,1,1,[等级14],[粉丝团 Lv2]
21:00:20,96080755254,✎ℳ๓辰旭ζั℘,点亮粉丝团,1,1,[等级14],[粉丝团 Lv2]
21:00:20,2312983937817117,日记里的ˡᵒᵛᵉ,入团卡,1,1,[等级3],
21:00:20,3846535437629556,一杯雾,小心心,1,1,[等级17],[粉丝团 Lv10]
21:00:23,3846535437629556,一杯雾,小心心,1,1,[等级17],[粉丝团 Lv10]
21:00:38,94440596616,拼搏者也,粉丝团灯牌,1,1,[等级24],[粉丝团 Lv12]
21:00:42,75573566750,幼稚鬼二岁,点亮粉丝团,1,1,[等级20],[粉丝团 Lv4]
21:00:45,75573566750,幼稚鬼二岁,粉丝团灯牌,1,1,[等级20],[粉丝团 Lv4]
21:00:45,75573566750,幼稚鬼二岁,点亮粉丝团,1,1,[等级20],[粉丝团 Lv4]
21:00:59,75573566750,幼稚鬼二岁,为你闪耀,1,9,[等级20],[粉丝团 Lv4]
21:01:02,75573566750,幼稚鬼二岁,为你闪耀,1,9,[等级20],[粉丝团 Lv4]
21:01:02,94229977363,东家有彩,为你闪耀,1,9,[等级12],[粉丝团 Lv7]
21:01:03,78319275850,W·Feb²²Pis,粉丝团灯牌,1,1,[等级29],[粉丝团 Lv13]
21:01:04,1583730032122061,椰奶,入团卡,1,1,[等级15],
21:01:05,94229977363,东家有彩,为你闪耀,1,9,[等级12],[粉丝团 Lv7]
21:01:07,75573566750,幼稚鬼二岁,为你闪耀,1,9,[等级20],[粉丝团 Lv4]
21:01:07,1583730032122061,椰奶,入团卡,1,1,[等级15],
21:01:10,75573566750,幼稚鬼二岁,为你闪耀,1,9,[等级20],[粉丝团 Lv4]
21:01:16,78672954756,趁酒,粉丝团灯牌,1,1,[等级30],[粉丝团 Lv11]
21:01:16,3863007819731612,X先生,点亮粉丝团,1,1,[等级5],[粉丝团 Lv5]
21:01:18,501790590894279,芔,点亮粉丝团,1,1,[等级17],[粉丝团 Lv7]
21:01:19,3863007819731612,X先生,点亮粉丝团,1,1,[等级5],[粉丝团 Lv5]
21:01:20,501790590894279,芔,粉丝团灯牌,1,1,[等级17],[粉丝团 Lv7]
21:01:20,501790590894279,芔,点亮粉丝团,1,1,[等级17],[粉丝团 Lv7]
21:01:21,98458141140,Starry sky,粉丝团灯牌,1,1,[等级13],[粉丝团 Lv12]
21:01:22,1583730032122061,椰奶,粉丝团灯牌,1,1,[等级15],[粉丝团 Lv1]
21:01:25,102120417780,Xu,粉丝团灯牌,1,1,[等级19],[粉丝团 Lv14]
21:01:25,580155700949767,海子,粉丝团灯牌,1,1,[等级13],[粉丝团 Lv4]
21:01:36,55660805124,十 一,点亮粉丝团,1,1,[等级25],[粉丝团 Lv10]
21:01:39,70438515566,66卝,粉丝团灯牌,1,1,[等级20],[粉丝团 Lv15]
21:01:39,55660805124,十 一,点亮粉丝团,1,1,[等级25],[粉丝团 Lv10]
21:01:44,84087738189,小鼠 先生🌟,点亮粉丝团,1,1,[等级20],[粉丝团 Lv5]
21:01:44,4275352772552414,J_,点亮粉丝团,1,1,[等级20],[粉丝团 Lv4]
21:01:46,4275352772552414,J_,粉丝团灯牌,1,1,[等级20],[粉丝团 Lv4]
21:01:46,4275352772552414,J_,点亮粉丝团,1,1,[等级20],[粉丝团 Lv4]
21:01:47,84087738189,小鼠 先生🌟,点亮粉丝团,1,1,[等级20],[粉丝团 Lv5]
21:01:49,73139241937,꧁༺MaT༻꧂,粉丝团灯牌,1,1,[等级22],[粉丝团 Lv13]
21:01:53,111158255581,虛無缥缈,粉丝团灯牌,1,1,[等级17],[粉丝团 Lv13]
21:01:59,88698000828,一醉解千愁,粉丝团灯牌,1,1,[等级26],[粉丝团 Lv13]
21:02:00,62423304528,速度与激情888,粉丝团灯牌,1,1,[等级27],[粉丝团 Lv6]
21:02:01,52096077471,Andy,小心心,1,1,[等级9],
21:02:05,52096077471,Andy,小心心,1,1,[等级9],
21:02:27,6172537954,牧孜梨,粉丝团灯牌,1,1,[等级13],[粉丝团 Lv11]
21:02:29,67851755535,淳1,粉丝团灯牌,1,1,[等级9],[粉丝团 Lv11]
21:02:30,764873110981308,执傲,你最好看,1,2,[等级34],
21:02:32,1543361210365832,空心っ,点亮粉丝团,1,1,[等级28],[粉丝团 Lv9]
21:02:32,764873110981308,执傲,你最好看,1,2,[等级34],
21:02:35,1543361210365832,空心っ,点亮粉丝团,1,1,[等级28],[粉丝团 Lv9]
21:02:51,83479403313,辣条°,粉丝团灯牌,1,1,[等级34],[粉丝团 Lv10]
21:02:51,231350857637891,亚明化妆师,粉丝团灯牌,1,1,[等级15],[粉丝团 Lv10]
21:03:05,72577388110,温妤🫧,粉丝团灯牌,1,1,[等级14],[粉丝团 Lv12]
21:03:11,105436165761,思忆,小心心,1,1,[等级21],[粉丝团 Lv7]
21:03:12,4455694810489053,两颗西柚,小心心,1,1,[等级14],[粉丝团 Lv5]
21:03:14,105436165761,思忆,小心心,1,1,[等级21],[粉丝团 Lv7]
21:03:15,4455694810489053,两颗西柚,小心心,1,1,[等级14],[粉丝团 Lv5]
21:03:27,60733324704,✨ShYLie...,粉丝团灯牌,1,1,[等级25],[粉丝团 Lv11]
21:03:30,1550770532522615,月初捌,点亮粉丝团,1,1,[等级10],[粉丝团 Lv4]
21:03:33,1550770532522615,月初捌,点亮粉丝团,1,1,[等级10],[粉丝团 Lv4]
21:03:39,85548870567,辰烬,粉丝团灯牌,1,1,[等级16],[粉丝团 Lv7]
21:03:41,64031893679,hi,入团卡,1,1,[等级30],
21:03:44,64031893679,hi,入团卡,1,1,[等级30],
21:03:46,3846535437629556,一杯雾,人气票,1,1,[等级17],[粉丝团 Lv10]
21:03:49,3846535437629556,一杯雾,人气票,1,1,[等级17],[粉丝团 Lv10]
21:03:51,2607697142227095,雾岛湾.🍟,粉丝团灯牌,1,1,[等级12],[粉丝团 Lv9]
21:03:52,67843181467,Mr_连,粉丝团灯牌,1,1,[等级10],[粉丝团 Lv8]
21:04:12,7469092209856463929,糖小琳_,粉丝团灯牌,1,1,[等级11],[粉丝团 Lv10]
21:04:13,2831974743942916,2.23,粉丝团灯牌,1,1,[等级30],[粉丝团 Lv15]
21:04:13,93482530618,二宝,粉丝团灯牌,1,1,[等级19],[粉丝团 Lv12]
21:04:14,2007042844794026,𝐖 •🅉,粉丝团灯牌,1,1,[等级4],[粉丝团 Lv7]
21:04:25,96401019100,宣明,点亮粉丝团,1,1,[等级7],[粉丝团 Lv10]
21:04:28,96401019100,宣明,点亮粉丝团,1,1,[等级7],[粉丝团 Lv10]
21:04:36,104933579515,我疯我颠我骄傲,粉丝团灯牌,1,1,[等级14],[粉丝团 Lv12]
21:04:39,2408392265309081,水晶,小心心,1,1,[等级14],[粉丝团 Lv3]
21:04:42,2408392265309081,水晶,小心心,1,1,[等级14],[粉丝团 Lv3]
21:04:46,3109051956739284,胖胖呀✌︎' ֊',粉丝团灯牌,1,1,[等级29],[粉丝团 Lv13]
21:04:49,2858360584547902,0077,粉丝团灯牌,1,1,[等级18],[粉丝团 Lv10]
21:04:49,108428807408,刘根儿,大啤酒,1,2,[等级17],[粉丝团 Lv10]
21:04:52,108428807408,刘根儿,大啤酒,1,2,[等级17],[粉丝团 Lv10]
21:04:53,400690300327294,璟点-伯乐台球俱乐部,入团卡,1,1,[等级26],
21:04:56,400690300327294,璟点-伯乐台球俱乐部,入团卡,1,1,[等级26],
21:05:00,400690300327294,璟点-伯乐台球俱乐部,粉丝团灯牌,1,1,[等级26],[粉丝团 Lv1]
21:05:01,99979182999,寻城北上,小心心,1,1,[等级15],[粉丝团 Lv3]
21:05:01,4072213165637839,生而为人❤️,粉丝团灯牌,1,1,[等级10],[粉丝团 Lv8]
21:05:03,99979182999,寻城北上,小心心,1,1,[等级15],[粉丝团 Lv3]
21:05:05,104558352380,辰爆爆,粉丝团灯牌,1,1,[等级18],[粉丝团 Lv11]
21:05:07,78768881534,阿鹿-,粉丝团灯牌,1,1,[等级13],[粉丝团 Lv3]
21:05:09,61630873366,喬拾叁🐸,粉丝团灯牌,1,1,[等级27],[粉丝团 Lv4]
21:05:09,2408392265309081,水晶,小心心,1,1,[等级14],[粉丝团 Lv3]
21:05:12,103608361587,雨夜！！！,粉丝团灯牌,1,1,[等级38],[粉丝团 Lv10]
21:05:13,2408392265309081,水晶,小心心,1,1,[等级14],[粉丝团 Lv3]
21:05:19,2408392265309081,水晶,小心心,1,1,[等级14],[粉丝团 Lv3]
21:05:19,3227772965882303,诀,粉丝团灯牌,1,1,[等级25],[粉丝团 Lv13]
21:05:21,3742362149063315,当海水变甜的时候,粉丝团灯牌,1,1,[等级21],[粉丝团 Lv11]
21:05:21,2408392265309081,水晶,小心心,1,1,[等级14],[粉丝团 Lv3]
21:05:23,2667828686377133,宸,粉丝团灯牌,1,1,[等级20],[粉丝团 Lv10]
21:05:26,2408392265309081,水晶,你最好看,1,2,[等级15],[粉丝团 Lv3]
